"가구주교육정도별","가계수지항목별","항목","단위","2002. 1/4","2002. 2/4","2002. 3/4","2002. 4/4","2003. 1/4","2003. 2/4","2003. 3/4","2003. 4/4","2004. 1/4","2004. 2/4","2004. 3/4","2004. 4/4","2005. 1/4","2005. 2/4","2005. 3/4","2005. 4/4","2006. 1/4","2006. 2/4","2006. 3/4","2006. 4/4","2007. 1/4","2007. 2/4","2007. 3/4","2007. 4/4","2008. 1/4","2008. 2/4","2008. 3/4","2008. 4/4","2009. 1/4","2009. 2/4","2009. 3/4","2009. 4/4","2010. 1/4","2010. 2/4","2010. 3/4","2010. 4/4","2011. 1/4","2011. 2/4","2011. 3/4","2011. 4/4","2012. 1/4","2012. 2/4","2012. 3/4","2012. 4/4","2013. 1/4","2013. 2/4","2013. 3/4","2013. 4/4","2014. 1/4","2014. 2/4","2014. 3/4","2014. 4/4","2015. 1/4","2015. 2/4","2015. 3/4","2015. 4/4","2016. 1/4","2016. 2/4","2016. 3/4","2016. 4/4","2017. 1/4","2017. 2/4","2017. 3/4","2017. 4/4","2018. 1/4","2018. 2/4","2018. 3/4","2018. 4/4","2019. 1/4","2019. 2/4","2019. 3/4","2019. 4/4",
"중졸이하","　경상소득","근로자외가구","원","1687820.515","1782585.008","1718580.245","1681861.451","1621767.044","1679109.372","1729480.349","1897792.274","1781361.596","1864613.306","1789898.046","1930532.893","1834293.213","1851092.958","1853364.446","1782632.496","1785582.566","1794506.944","1765355.732","1847828.993","1753361.106","1819845.413","1911528.544","1881415.201","1867681.107","1868615.747","1995111.516","1921587.725","1761378.226","1888668.746","2003810.58","2157587.511","2031761.119","2240905.919","2274263.611","2220431.212","2227418.364","2371797.984","2370627.852","2346546.493","2141165.109","2306360.326","2214708.518","2168187.705","1950404.84","2032196.605","2114566.348","2214723.23","2180820.209","2388244.571","2465173.562","2406237.567","2361628.043","2478296.801","2401236.824","2403730.365","2354730.505","2389521.153","2421147.89","2360971.115","2125349.079","2322503.282","2303992.153","2331377.679","2206603.892","2334407.805","2218103.722","2147331.569","2174095.733","2164208.898","2238726.313","2217005.014",
"중졸이하","　　근로소득","전체가구","원","1034715.596","1082287.288","1130659.284","1114409.398","1105381.372","1165368.005","1190884.112","1200250.05","1168277.438","1188874.376","1241628.558","1247209.484","1174071.703","1217598.795","1242484.709","1198803.099","1194102.417","1222841.935","1228020.089","1265689.367","1244975.682","1246697.499","1297603.544","1303532.862","1323386.07","1354556.273","1441911.808","1373074.546","1291817.909","1333577.198","1389728.344","1412105.111","1330363.328","1369983.47","1451945.525","1424335.004","1375602.7","1437598.308","1471028.074","1502336.808","1498567.217","1540562.863","1534556.358","1469537.142","1402784.986","1496932.3","1565666.808","1541350.872","1494957.182","1612898.862","1639981.735","1641006.446","1646480.345","1651826.347","1588942.505","1541874.27","1488903.652","1479237.091","1515407.815","1517906.89","1404988.064","1509522.135","1480607.502","1472553.893","1426207.314","1522244.859","1441962.486","1408905.689","1330838.964","1342336.473","1392612","1462276.431",
"중졸이하","　　근로소득","근로자가구","원","1800063.044","1845127.693","1902916.257","1904412.962","1745129.741","1849766.785","1885075.715","1876788.194","1907868.811","1889025.945","2008476.693","1911638.52","1856147.859","1893704.591","2016627.116","1950729.374","1971600.247","1946495.758","2031842.8","2090593.379","2113340.86","2056713.963","2095921.913","2103273.119","2316263.865","2313164.173","2383311.548","2319348.482","2218091.979","2189765.621","2203830.615","2165292.363","2267743.698","2153623.668","2257680.115","2341503.853","2246096.985","2271012.508","2324617.822","2362811.69","2560902.253","2468102.795","2417545.166","2374643.216","2411461.454","2473428.517","2490360.865","2468556.812","2515367.833","2525023.278","2540212.471","2590021.715","2766157.298","2580050.496","2486097.242","2430850.548","2473033.188","2358742.793","2394194.234","2425127.964","2431626.767","2350884.202","2380185.081","2324125.034","2597817.494","2580751.7","2464626.272","2452099.959","2489802.069","2502561.091","2640158.843","2725180.132",
"중졸이하","　　근로소득","근로자외가구","원","384922.081","439430.79","450844.929","413221.165","411010.121","427276.303","472648.287","508381.531","473249.097","480763.841","501651.855","547945.914","529854.119","529482.562","526786.085","465091.631","477057.645","488939.102","481113.357","515068.112","506225.286","530566.405","584954.809","596332.243","564860.665","545508.692","656635.706","564750.322","562374.955","620861.616","675262.366","717528.403","646714.527","638584.519","724394.094","685570.763","729519.533","729518.08","779815.578","801144.153","760647.137","750828.953","747588.425","686611.597","620159.609","638080.207","681435.655","696742.291","661180.005","760521.893","800810.815","755024.912","760852.876","731720.417","723818.365","699642.758","721978.037","669686.412","758470.177","715544.563","642769.251","728937.827","676988.948","700567.218","710790.64","780334.237","714917.309","691697.596","658794.502","604318.175","656157.984","696036.389",
"중졸이하","　　사업소득","전체가구","원","594836.866","648847.705","595020.154","582059.615","500543.097","528253.523","531692.069","599846.209","568735.047","599484.148","552685.243","572462.152","557456.102","549932.891","561839.552","543367.334","539242.191","520190.503","541429.375","552560.904","504515.968","522104.235","514365.139","523861.205","530365.516","552160.932","558057.291","566420.744","522069.06","532801.026","558429.933","602296.852","605375.886","639708.773","615428.602","633885.554","638866.039","680243.16","650949.288","649115.52","577114.592","620592.342","563826.456","567574.929","489301.68","502727.166","510967.085","591659.538","625330.175","673826.582","658040.751","669334.115","659366.776","676543.273","635837.505","657595.7","652343.484","652035.922","613056.823","593561.714","483460.829","515248.44","520315.683","548716.687","494476.316","526018.45","456005.423","449343.13","486586.907","499412.146","518672.315","530144.292",
"중졸이하","　　사업소득","근로자가구","원","174923.68","200997.788","205375.281","152015.194","131231.487","121100.971","111610.516","126817.742","110288.929","121079.144","119733.295","121151.656","142782.768","121930.315","120027.945","146785.521","127277.293","121925.719","126994.903","125365.537","111769.42","134120.532","129411.066","136757.732","146726.26","148205.737","146504.044","126502.956","144140.488","142994.965","132539.642","132722.604","133892.78","91160.912","102433.969","113988.766","127665.596","122704.301","126784.239","122859.508","106589.838","116792.057","110681.047","89210.815","95488.934","112254.36","114209.432","157851.683","169940.239","175881.272","162346.361","178075.427","208778.65","192895.387","181552.414","168635.658","189786.436","173646.685","140466.609","155451.445","121595.22","117496.862","132633.023","170815.268","156755.427","165217.262","165662.017","152365.201","187204.706","206120.734","225683.082","245146.456",
"중졸이하","　　사업소득","근로자외가구","원","951350.585","1026257.222","938022.79","963756.738","901387.205","967348.286","966323.688","1083593.516","999558.143","1083327.416","970465.948","1047433.851","949113.032","985538.565","970296.647","930342.274","919175.439","924095.858","926519.138","941287.249","838639.993","865118.489","858008.783","866172.116","823453.067","893091.747","901357.714","942206.434","819688.676","857286.673","932196.392","1035330.382","949237.216","1151687.781","1078645.626","1052653.763","1018280.364","1153935.883","1075403.111","1077956.451","903950.903","1049542.251","967694.435","981364.534","794858.377","846157.465","890363.356","986822.921","997429.128","1139154.673","1120113.751","1127963.329","1015767.094","1155961.189","1073903.519","1120844.907","1012811.121","1092374.546","1020119.691","981034.167","752124.745","884267.501","866643.766","891300.937","700697.77","778905.085","662420.06","653518.882","660188.767","685974.666","691630.228","703060.686",
"중졸이하","　　재산소득","전체가구","원","20539.171","23447.816","22191.343","16802.396","16785.121","27307.289","22638.667","18674.568","14656.794","16048.752","15260.578","20605.362","13902.925","11117.977","11015.419","8987.21","11170.246","10402.249","11631.828","13354.108","15622.868","12239.784","15123.107","13847.54","19646.91","15104.783","12923.875","12789.647","13656.321","9670.066","9589.571","5023.465","9835.203","4816.076","9443.644","12600.469","14473.669","14168.566","12133.009","13214.465","16911.304","18825.347","15295.212","18522.778","18518.509","15077.247","9908.34","12365.418","15673.836","13269.121","12716.646","9328.629","33543.034","11331.833","19995.111","13857.947","19975.775","12804.804","8315.631","13914.221","11703.132","13693.246","20857.624","22835.157","16646.321","12910.546","8587.452","10076.77","7714.344","8034.744","6595.548","5700.054",
"중졸이하","　　재산소득","근로자가구","원","11840.061","11116.818","19398.209","8250.352","14056.818","26654.048","11436.099","15216.823","9517.676","12558.966","10710.333","11773.48","10034.075","7429.033","8400.162","3438.611","5231.367","6121.785","5518.829","7084.098","13103.667","8980.054","11498.499","7845.414","8575.022","4421.046","9358.316","7433.425","13333.363","5162.147","10822.986","5806.337","11329.811","5366.386","7790.985","10081.932","9664.421","10307.312","2931.222","6471.133","7343.685","7821.536","6771.495","12014.115","2925.118","12505.395","4763.035","4930.56","9948.653","9136.857","8493.313","4772.238","5846.838","8656.502","23626.816","13538.769","26972.067","9041.27","2415.908","5039.238","4767.955","13218.976","9941.933","9303.07","7071.951","7151.799","4208.874","5277.376","5882.782","4483.816","7730.914","4177.128",
"중졸이하","　　재산소득","근로자외가구","원","27924.87","33839.323","24650.126","24392.985","19746.371","28011.779","34229.249","22210.666","19486.261","19578.208","19651.377","29900.279","17557.035","14872.452","13433.237","14401.399","16647.357","14743.336","17311.986","19059.503","17766.045","15121.693","18358.749","19155.148","28105.463","24121.663","15898.114","17365.028","13910.652","13422.587","8507.111","4301.515","8745.158","4302.452","10935.94","14629.108","18043.106","17449.142","19584.352","18709.54","23557.172","28194.304","22892.015","24152.835","30617.317","17339.254","14828.496","19137.963","20351.88","17130.706","16653.525","13582.384","55449.81","13983.765","16493.066","14160.342","14523.611","16268.991","13397.324","21763.413","16852.093","14133.255","30608.926","35102.589","22492.69","16946.869","11700.326","13376.408","8776.406","10293.488","5925.316","6624.057",
"중졸이하","　　이전소득","전체가구","원","231745.479","205093.327","210963.846","189580.635","180583.285","156635.363","175143.925","180182.948","204459.064","193215.677","207901.156","214485.362","248855.054","231924.872","254403.839","275158.626","284559.606","267435.08","256092.157","280687.905","310664.009","301252.195","327999.461","304812.41","352160.369","328645.534","356591.716","318245.746","297868.75","310015.921","306881.976","305706.067","335604.206","333992.255","349284.688","354007.013","365653.189","367783.369","391502.29","382873.263","370611.266","381934.837","403749.894","392492.152","410771.697","423678.73","431659.449","424177.437","427073.757","394518.237","450725.584","446474.868","443073.07","482325.266","466678.376","460783.838","504635.528","512952.712","533970.489","533226.309","576741.585","571868.741","588709.313","588012.076","645966.532","636045.086","703710.079","675134.085","753535.121","764938.812","781639.542","689159.896",
"중졸이하","　　이전소득","근로자가구","원","123529.228","112577.572","104069.559","87155.707","80120.899","64060.468","96724.856","79050.985","114425.189","106473.584","114396.947","128239.564","154715.85","144208.559","158736.823","175096.115","188985.899","169528.127","165347.745","179884.341","216550.558","179334.66","191101.882","197445.446","222440.575","237117.37","279114.506","225739.844","212109.98","205403.981","214628.514","202992.071","210199.414","213629.363","226352.939","213010.215","236413.316","246420.587","262672.653","302048.778","251987.391","269347.583","322085.511","295884.486","289623.825","302089.205","330974.258","327744.378","335548.266","312207.545","368262.505","378786.95","333731.948","387187.029","341879.23","346474.613","375310.401","406225.197","423456.964","409526.094","392401.851","438972.741","430826.571","459618.015","438546.513","461732.032","527384.06","509893.822","593496.806","609799.935","606526.138","487877.218",
"중졸이하","　　이전소득","근로자외가구","원","323622.989","283057.675","305062.408","280490.547","289623.333","256473.007","256279.141","283606.564","289068.076","280943.81","298128.845","305252.835","337769.07","321199.391","342848.487","372797.203","372702.136","366728.676","340411.263","372414.089","390729.804","409038.817","450206.202","399755.716","451261.95","405893.634","421219.949","397265.952","365403.978","397097.874","387844.728","400427.198","427064.235","446331.175","460287.952","467577.587","461575.365","470894.867","495824.836","448736.353","453009.885","477794.832","476533.66","476058.721","504769.528","530619.665","527938.842","512020.046","501859.202","471437.281","527595.452","509666.945","529558.284","576631.427","587021.89","569082.377","605417.74","611191.225","629160.679","642628.962","713602.989","695164.687","729750.511","704406.936","772622.772","758221.629","829066.021","788738.671","846336.059","863622.575","885012.79","811283.893",
"중졸이하","　비경상소득","전체가구","원","105286.878","108306.187","85386.451","113478.308","83390.604","86792.779","95169.632","104942.682","113383.127","71199.039","90369.111","73046.623","132528.867","103510.932","76034.767","116532.722","142756.98","126248.312","75198.446","134449.041","127804.07","115953.983","94721.596","113881.511","135361.945","116880.905","112311.088","143186.628","155820.638","105297.645","89494.196","235189.439","149362.73","166927.191","117414.298","187867.002","148491.806","96969.199","103929.307","113943.588","142567.314","157358.09","97663.323","109003.429","127515.306","109439.316","170193.747","115634.877","160663.033","138523.098","135216.596","89668.24","229895.872","111192.956","167436.318","177553.481","179493.185","106084.149","107000.949","83337.034","180329.268","154555.328","60871.309","101682.859","38939.789","65388.949","32642.515","18811.958","28753.535","25356.328","24829.924","31953.282",
"중졸이하","　비경상소득","근로자가구","원","104659.712","129825.407","70918.468","123786.23","58705.294","80671.423","86905.081","97321.629","126991.672","57940.499","88735.242","73982.254","154301.09","67169.888","75599.275","152677.596","139106.885","107224.371","69442.766","164885.509","133941.9","94793.807","107227.345","103604.366","183701.17","137871.256","100928.399","183923.477","133991.228","92146.922","81906.59","286324.751","159378.401","179910.141","98651.46","193001.712","134001.198","115915.268","78850.781","99612.059","130426.723","165119.009","69560.843","152227.41","100530.038","100615.855","126552.726","152754.358","120069.287","147938.504","169836.14","56882.87","220978.15","105196.47","235542.691","250226.696","177451.803","90760.04","97025.59","76049.506","213040.335","123989.221","60715.23","72017.38","76916.643","112512.254","58058.409","23720.802","45318.448","37887.136","61667.036","31927.829",
